STNAME,STATE,YEAR,TOT_POP,MALE_PCT,WHITE_PCT,HISPANIC_PCT,Young_PCT
Missouri,29,2012,4859070,0.48508418277571635,0.84996326457532,0.03126668271912115,0.4852755774253098
Missouri,29,2016,4945270,0.48628628972735566,0.8440752476608961,0.03486624592792709,0.47757351974715234
Missouri,29,2020,5017627,0.49040253490345137,0.8385936220448431,0.03913921859875196,0.4781451470984192
Montana,30,2000,717488,0.4941615748277323,0.9267569631826595,0.01678355596191156,0.5223418370760208
Montana,30,2004,747544,0.49625306336483205,0.9226466937063237,0.020822854574446454,0.4932084265274017
Montana,30,2008,787596,0.49785042077410246,0.9194993372236527,0.024489713000066023,0.47237797043154106
Montana,30,2012,820042,0.500029266793652,0.9121069408640046,0.026558395789483952,0.458069220844786
Montana,30,2016,852656,0.5014366872455012,0.9079464637556061,0.030845968362387646,0.45677037398435005
Montana,30,2020,895513,0.5063633917095565,0.9034899549196941,0.03571137437424136,0.46440755187250216
Nebraska,31,2000,1344169,0.4879326929872657,0.935568369751125,0.046692045419883955,0.5522601696661655
Nebraska,31,2004,1373997,0.4902063104941277,0.9299838354814457,0.055641315082929584,0.5300921326611339
Nebraska,31,2008,1411970,0.49182135597781823,0.9252838233106936,0.06327117431673478,0.5094775384746135
Nebraska,31,2012,1467001,0.4932089344179043,0.9117894261830769,0.07946143185996465,0.500288684193126
Nebraska,31,2016,1510515,0.49488353309963823,0.9024723355941516,0.08839567961920272,0.49844986643628164
Nebraska,31,2020,1562400,0.5007840501792115,0.8936911162314388,0.09900025601638505,0.5011648745519713
Nevada,32,2000,1580163,0.5084804542316204,0.850890699250647,0.17161837101615465,0.5650486690297141
Nevada,32,2004,1820357,0.5071159118788238,0.8350004971552284,0.19394767070415309,0.5437098327415996
Nevada,32,2008,2039552,0.5082689727940254,0.8172760488577884,0.22141087846742813,0.5341751521902849
Nevada,32,2012,2205867,0.5019600003082688,0.7800511091557197,0.2389019827578,0.514592221561862
Nevada,32,2016,2375997,0.49912352582936764,0.7612156075954641,0.25435469825929913,0.49641308469665574
Nevada,32,2020,2540869,0.5039508136783124,0.7455803506595579,0.269302352856444,0.4924535660830999
New Hampshire,33,2000,982533,0.4864671212061071,0.970340945291405,0.014221405286132882,0.5471653369403369
New Hampshire,33,2004,1041184,0.48761794264990627,0.9654566339859237,0.018421335710114638,0.5166819697575068
New Hampshire,33,2008,1078585,0.4892613933996857,0.9615384971977173,0.02207707320239017,0.48244412818646654
New Hampshire,33,2012,1098450,0.4903636942965087,0.9512185352087031,0.025657972597751377,0.45071874004278756
New Hampshire,33,2016,1123452,0.49229606605355636,0.944634928773103,0.03025318393665239,0.4357515941936104
New Hampshire,33,2020,1171458,0.497308482250324,0.9358995371579689,0.03682675776681708,0.4371791391582114
New Jersey,34,2000,6672718,0.4783143840336127,0.7940121251939615,0.12573916655851483,0.5442877999639727
New Jersey,34,2004,6867666,0.48127136642929347,0.7816729875914176,0.1390502974372953,0.5237754718997691
New Jersey,34,2008,6996210,0.4842226005222828,0.7710740529515266,0.15097988768204498,0.5017146426422305
New Jersey,34,2012,7198291,0.48215861237063073,0.7478865469595491,0.17226436108237358,0.48325303881157344
New Jersey,34,2016,7313270,0.48347237282364797,0.7337813317435292,0.18399840290321567,0.47154788487229377
New Jersey,34,2020,7606120,0.4889147160444484,0.724677628015335,0.1970255531072347,0.4681697107066415
New Mexico,35,2000,1402292,0.4866440085231892,0.868220741471819,0.3949041996959264,0.5581098658481971
New Mexico,35,2004,1479952,0.4891942441376477,0.8592055688292594,0.40886731461560916,0.5384715179951782
New Mexico,35,2008,1567506,0.4888657523479974,0.8540726478877911,0.42194990003228056,0.5140975536935743
New Mexico,35,2012,1656259,0.4909805773130893,0.8442145823811372,0.4389965579054967,0.4926844171110919
New Mexico,35,2016,1674458,0.49167969575826925,0.8382999155547646,0.45648920426788847,0.4819828266818278
New Mexico,35,2020,1727262,0.4959073956354045,0.8294207827185454,0.4703403421137037,0.4830442631170025
New York,36,2000,15080497,0.4743828403002898,0.7579087744919812,0.1412296292356943,0.5545100403521184
New York,36,2004,15509303,0.4768556652739327,0.7506963401256652,0.14828854655815288,0.533932504897222
New York,36,2008,15886157,0.4796115259341828,0.7444416544542523,0.1550516591268738,0.5135433950451327
New York,36,2012,16085170,0.47894756474441985,0.7202725864880508,0.1697280787209585,0.5014399599133861
New York,36,2016,16288958,0.4801474102886139,0.707589705860866,0.17693194371303556,0.49006283888754576
New York,36,2020,16654961,0.48484382521219954,0.6987696939068185,0.18356032175638237,0.4820367937217025
North Carolina,37,2000,6424248,0.4848603291778275,0.761765268090522,0.0434312311728937,0.5647123211930797
North Carolina,37,2004,6786755,0.4836153655170991,0.7558917332362816,0.05087453429510863,0.5404218952945848
North Carolina,37,2008,7351405,0.4841500366256518,0.7502432528203792,0.060022539909037796,0.5212157403924828
North Carolina,37,2012,7840287,0.48083125018255074,0.7327759812874197,0.07057892140938209,0.49975925626192
North Carolina,37,2016,8247605,0.4807345890109917,0.724243825934923,0.0751117445609968,0.48395406909036015
North Carolina,37,2020,8570894,0.486082315333733,0.717924524559515,0.08373257212141463,0.47985764378838425
North Dakota,38,2000,511954,0.49544099665204294,0.9417779722396934,0.009934486301503651,0.5434843755493658
North Dakota,38,2004,516974,0.49891483904412987,0.9350779729734958,0.013863366436223098,0.5212583224688282
North Dakota,38,2008,524053,0.5000372099768535,0.9289098621704294,0.01682845055748178,0.5021667655752377
North Dakota,38,2012,569940,0.5080850615854301,0.9149945608309646,0.020260027371302242,0.5065989402393234
North Dakota,38,2016,607449,0.5133896014315605,0.895885909763618,0.029623886120480895,0.5216684857494209
North Dakota,38,2020,623331,0.5156217162310234,0.8889177660023326,0.0362600287808564,0.5233254883841811
Ohio,39,2000,8968808,0.47868546188077615,0.8703433053756976,0.01674782200711622,0.5428110402184995
Ohio,39,2004,9121205,0.4805002189951876,0.8645891633835661,0.019400177937015997,0.5188449333174728
Ohio,39,2008,9245522,0.4822696868819305,0.8588213840170409,0.02199832524329075,0.4965506544681847
Ohio,39,2012,9349545,0.4837089933253436,0.8473399507676577,0.027269562315599315,0.4752491164008516
Ohio,39,2016,9465972,0.48531571823791575,0.8383620826260632,0.030811944087728128,0.46759973513549374
Ohio,39,2020,9656438,0.49031609792347863,0.8286338088640967,0.03593819998637179,0.46925460506244643
Oklahoma,40,2000,2721955,0.4858346298891789,0.8088458479291538,0.04445444542617347,0.5476486569395894
Oklahoma,40,2004,2783328,0.48792416847744857,0.8029326762781821,0.05355279722691684,0.5289883190195335
Oklahoma,40,2008,2888491,0.4887714727170692,0.7976808651991646,0.06265209065910193,0.5120895304849488
Oklahoma,40,2012,3027708,0.4909674248639565,0.7780598393240035,0.0766021690334735,0.504160903231091
Oklahoma,40,2016,3120320,0.4914063301199877,0.7666915572761768,0.08539861296277305,0.5017793046866988
Oklahoma,40,2020,3177298,0.49607307844589965,0.7578908242160477,0.09700947156986849,0.5039779082730043
Oregon,41,2000,2730760,0.4918454935622318,0.9215862983198816,0.06733180506525656,0.5398610643190906
Oregon,41,2004,2878468,0.4926929880756013,0.9160146994859766,0.07741826554959096,0.5163576596995346
Oregon,41,2008,3074546,0.49331706209632253,0.9107295841402275,0.0887422077926302,0.4990261976890247
Oregon,41,2012,3186265,0.4912397430847717,0.894296927593907,0.09885743966681992,0.4872228141727069
Oregon,41,2016,3373282,0.4916748733132896,0.8841694824209776,0.1075178416746658,0.4805002961507517
Oregon,41,2020,3533534,0.4971711040561659,0.8740289466579351,0.11907314320450857,0.4825922150459002
Pennsylvania,42,2000,9870977,0.4756614264221262,0.8804381774975263,0.0273150266685861,0.5166650677030248
Pennsylvania,42,2004,10013299,0.4787776735719167,0.8734687738776201,0.032800378776265446,0.496244943849175
Pennsylvania,42,2008,10201845,0.48151966629565535,0.866542669487725,0.03945815683339631,0.4780775438168292
Pennsylvania,42,2012,10523506,0.4834915283936741,0.8476700635700688,0.05227554391093615,0.46481486303138897
Pennsylvania,42,2016,10586343,0.48525784588691295,0.8380033596115297,0.06017923280966808,0.45562447768790415
Pennsylvania,42,2020,10797660,0.4900640509147352,0.8281747156328315,0.06981197778037093,0.4568523180022338
Rhode Island,44,2000,843411,0.4724470038925269,0.9107042711086292,0.07254825938955028,0.5434100337794978
Rhode Island,44,2004,868822,0.4760491792334909,0.9026428888771233,0.08628004355322494,0.5255794627668268
Rhode Island,44,2008,864872,0.478227992119065,0.8967269145029554,0.09856024937794264,0.5028547576982489
Rhode Island,44,2012,875799,0.47826499002625034,0.872759617218106,0.11405128345659221,0.48157282664172946
Rhode Island,44,2016,886031,0.48060395178046816,0.8599179938399446,0.1290417603898735,0.47223517010127186
Rhode Island,44,2020,925172,0.48709537253613383,0.8497771225242441,0.1459198938143394,0.47295421824266193
South Carolina,45,2000,3183188,0.4792180040889825,0.702643701848587,0.022704910925776298,0.5546160013169188
South Carolina,45,2004,3347969,0.4799829389101273,0.7005931058501438,0.027714414321040607,0.5296437929980833
South Carolina,45,2008,3600440,0.4807115241470487,0.7015370343624668,0.03352867982802102,0.504973281043428
South Carolina,45,2012,3822242,0.48098916813744397,0.6992029808682967,0.044262765151971015,0.4869600093348354
South Carolina,45,2016,4051542,0.4801786579035834,0.6992957249363329,0.04655782909321932,0.47167745021525137
South Carolina,45,2020,4221409,0.4830038975138396,0.7006897460066058,0.052613001962141075,0.4648355560903954
South Dakota,46,2000,590893,0.49166092676677503,0.9136561103279274,0.011958171784062428,0.5444555951754378
South Dakota,46,2004,613237,0.4943781930966331,0.9082410226388818,0.016408011910566386,0.5177606700182801
South Dakota,46,2008,640183,0.49540522006988624,0.9034932199074327,0.019664689627809546,0.4903363569479352
South Dakota,46,2012,661806,0.4991024560067452,0.8838360486305654,0.02583687666778482,0.4846495800884247
South Dakota,46,2016,685766,0.5019583939711213,0.8760480980392729,0.029677761802130755,0.4798458949554221
South Dakota,46,2020,706360,0.5077000396398437,0.8700804122543745,0.03573815051814939,0.4825726258565038
Tennessee,47,2000,4537513,0.480229367937899,0.8280346524627037,0.02021107157158558,0.5513626076663583
Tennessee,47,2004,4721481,0.48154149090084236,0.8217516918949795,0.02456517351229413,0.5287635383897552
Tennessee,47,2008,4990855,0.48180121442117635,0.8171060870331837,0.029466494217924584,0.5058463930528937
Tennessee,47,2012,5214331,0.4820977034254251,0.805844699924113,0.03924683722609861,0.49129447286718086
Tennessee,47,2016,5408387,0.4824281250583584,0.7999630943569682,0.04215674654938709,0.4807705143881161
Tennessee,47,2020,5664761,0.4873773138884412,0.7960311123452516,0.04853973539219042,0.48026156796376757
Texas,48,2000,16020873,0.49210807675711554,0.8425072091889125,0.2935976709883413,0.6049629130697185
Texas,48,2004,17200128,0.4937428372626064,0.8364284265791511,0.3140316165089004,0.5839578054302852
Texas,48,2008,18669570,0.49544638682090697,0.8282830831133229,0.3321849405208583,0.5645989168470404
Texas,48,2012,20219825,0.4920954558212052,0.8107267990697249,0.34937483385736523,0.5499430385772379
Texas,48,2016,21776044,0.49270234758893766,0.7990200607603475,0.361016307645227,0.5413183404662482
Texas,48,2020,23103109,0.4977997982868886,0.7868619327381436,0.3745168669723196,0.5390213066128892
Utah,49,2000,1647729,0.49645238992577057,0.9454382365061245,0.08258093412205526,0.6508333591264097
Utah,49,2004,1802033,0.4991212702542073,0.9416048429745737,0.09236900767078073,0.6293819258581835
Utah,49,2008,2013612,0.5013309416113929,0.9370087186607946,0.10512700559988716,0.610063905062147
Utah,49,2012,2100674,0.49901507801781714,0.9245385052606925,0.11893944514950916,0.6010585174091744
Utah,49,2016,2277520,0.4999530190733781,0.9165789982085778,0.12474753240366715,0.5932492360110998
Utah,49,2020,2509077,0.5053555550507218,0.9104300107170884,0.13381335048705162,0.5910679504853776
Vermont,50,2000,489550,0.4843264222244919,0.97447656010622,0.008183025227249514,0.5312082524767644
Vermont,50,2004,506997,0.4867168839263349,0.9716724162075909,0.010359035655043324,0.4995295830152841
Vermont,50,2008,518060,0.48786434003783347,0.9691773153688762,0.012363432807010771,0.46870632745241864
Vermont,50,2012,525019,0.4889365908662353,0.959125288799072,0.014574710629520074,0.44771141615827237
Vermont,50,2016,528036,0.48983781408843335,0.9519862282117129,0.017317001113560437,0.43922384079873344
Vermont,50,2020,547682,0.495095694216717,0.9467665543143648,0.019726775756734746,0.43904857198155134
Virginia,51,2000,5650171,0.4854474315910085,0.7583827108949446,0.04328630053851468,0.5681580256597544
Virginia,51,2004,5959635,0.4847504922700803,0.7504315281053286,0.05177464727286151,0.5454100796441392
Virginia,51,2008,6258482,0.48669214036247127,0.7413228958715548,0.05956971674600966,0.5247846043177883
Virginia,51,2012,6641425,0.48692637498729563,0.7239929683765156,0.0746010080667929,0.5069303650948404
Virginia,51,2016,6860068,0.48760478759102677,0.7123887110156926,0.0806962846432426,0.4939564739008418
Virginia,51,2020,7078671,0.49161954270794617,0.7015158636416355,0.0895432207542913,0.4899659837277365
Washington,53,2000,4654953,0.49391540580538623,0.8720436060256677,0.06259117976056901,0.5666789761357419
Washington,53,2004,4929106,0.4936073600364853,0.8634782859204083,0.07065764055388543,0.5391367116065267
Washington,53,2008,5280081,0.4963421962655497,0.8547842353176022,0.07968949718763785,0.5176801264980594
Washington,53,2012,5573187,0.4952728124859259,0.8292250017808482,0.09604953144403731,0.5051554882332138
Washington,53,2016,5929127,0.4971121380938543,0.8136113461560193,0.10386385719179232,0.4982831367923136
Washington,53,2020,6328721,0.5030570947905588,0.7932327874779121,0.11458555370034483,0.506294557778736
West Virginia,54,2000,1479209,0.48026817035320907,0.9558845301779532,0.006147204350433239,0.5037557234981669
West Virginia,54,2004,1482430,0.4832187691830306,0.9539762417112444,0.007782492259330963,0.4824099620218155
West Virginia,54,2008,1497482,0.48517043944434723,0.9510351376510703,0.009789767089020102,0.46605568547735465
West Virginia,54,2012,1538564,0.49015640558338813,0.9453912869402897,0.0115354317402461,0.4495081127596902
West Virginia,54,2016,1521483,0.49122073661026777,0.9414374002207058,0.01345332152906079,0.4396480276151623
West Virginia,54,2020,1497088,0.49705361341484267,0.9372501816860465,0.016523410781463747,0.43441868480677154
Wisconsin,55,2000,4249534,0.4891778722090469,0.9217212993236434,0.030608061966323836,0.5524525747999663
Wisconsin,55,2004,4412325,0.49217000107653,0.916054687721326,0.036116333225680336,0.5278656943901457
Wisconsin,55,2008,4550332,0.49388638015863456,0.9109895717499294,0.041487741993331474,0.5006553367974029
Wisconsin,55,2012,4636190,0.4931146048803004,0.897589399916742,0.04996559675078027,0.4777994430771819
Wisconsin,55,2016,4717187,0.4940189990348061,0.8905559605756567,0.05522231787715857,0.46691216608542335
Wisconsin,55,2020,4851781,0.4993275665162958,0.8851197117099886,0.060981524104241305,0.46694770435846134
Wyoming,56,2000,390811,0.5002673926783023,0.9563830086665933,0.05653627968506516,0.5469088638753771
Wyoming,56,2004,403083,0.5022439547190033,0.9528360164035695,0.06064507806084603,0.5137924447322264
Wyoming,56,2008,426473,0.5053121768552757,0.9491761494866029,0.06620583249115419,0.5008054437209389
Wyoming,56,2012,461823,0.5097775554703858,0.9379870643081873,0.08304696821076472,0.495735379138761
Wyoming,56,2016,468705,0.5097449355138093,0.9359234486510705,0.08787403590744712,0.4919405596270575
Wyoming,56,2020,467881,0.5128376659877191,0.9334852238069081,0.09158952810650571,0.48336863433223404
