,STNAME,STATE,YEAR,rep_vote_pct,linear_model_predictions,polynomial4_only_predictions,polynomial_3_only_predictions,polynomial_2_predictions,electoral_votes,actual_result,linear_result,poly_4_result,poly_3_result,poly_2_result,actual_result_mapped,linear_result_mapped,poly_4_result_mapped,poly_3_result_mapped,poly_2_result_mapped
203,Wyoming,56,2012,0.7116063401152143,0.6327169606049732,0.6712942871874858,0.6610829853809292,0.5873806903954133,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
204,Alabama,1,2016,0.6437405660815012,0.43561678360153255,0.5511847796178202,0.5600334242446223,0.55292058440061,9,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
205,Alaska,2,2016,0.5838565471106807,0.6567925918116728,0.595770115574517,0.587710030048342,0.5603438253378457,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
206,Arizona,4,2016,0.5189002340103945,0.47216513875271726,0.4851168069266336,0.48031010721514633,0.4717120888735664,11,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
207,Arkansas,5,2016,0.6428513768977047,0.4924325188731493,0.5040073325812031,0.5028251399689196,0.5369889722203212,6,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
208,California,6,2016,0.3387177945727012,0.42335902684499205,0.3449302650447166,0.35900542139488323,0.3334179265614523,55,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
209,Colorado,8,2016,0.4731666662731756,0.5516837189011272,0.5702160852510119,0.5609466674551271,0.548099517140642,9,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
210,Connecticut,9,2016,0.4285845248273636,0.45074952337458374,0.43853815031558696,0.44171383424480837,0.4379920856134021,7,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
211,Delaware,10,2016,0.4400137855631878,0.4213285759606382,0.5043636722850451,0.5037966299544081,0.4920387317811361,3,0.0,0.0,1.0,1.0,0.0,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,DEMOCRAT
212,District of Columbia,11,2016,0.0430481165814591,0.34945795807216795,-0.028215315140563746,0.006086144835620644,0.12208848817584084,3,0.0,0.0,-0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
213,Florida,12,2016,0.5061883547277548,0.4120478339320748,0.3741221377230417,0.37819365011479533,0.3862214230912002,29,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
214,Georgia,13,2016,0.5266117259930322,0.4232569856014483,0.47327949141969583,0.4705598149469097,0.46745716569718354,16,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
215,Hawaii,15,2016,0.3255866254946454,0.39311058671066235,0.32155174735984104,0.33189148514711064,0.3441618385144736,4,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
216,Idaho,16,2016,0.6831017668080558,0.5757586514511788,0.5926321975813877,0.5828902362794395,0.54624246285087,4,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
217,Illinois,17,2016,0.4097994860928852,0.46500656079583624,0.45748247567384936,0.4578733482804864,0.45221965741907866,20,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
218,Indiana,18,2016,0.6011730952450807,0.5227103754426428,0.5146197185532557,0.5136831209154025,0.5326899162514991,11,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
219,Iowa,19,2016,0.5506354784512034,0.562953322228255,0.5455417299020766,0.5488974112247007,0.540633753392946,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
220,Kansas,20,2016,0.6111147034260667,0.542762533661119,0.5464347530025506,0.5427570368935619,0.5420137889881076,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
221,Kentucky,21,2016,0.6567062901750986,0.5339418270884524,0.5117865270672795,0.5110423741459584,0.5413847964024328,8,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
222,Louisiana,22,2016,0.601716772378078,0.4481480079565143,0.5329984659224394,0.5327359510801841,0.5660913641499263,8,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
223,Maine,23,2016,0.4840320887083746,0.5243077903483191,0.43606073825472436,0.4250316458716412,0.44737850158809067,4,0.0,1.0,0.0,0.0,0.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT
224,Maryland,24,2016,0.359837503152306,0.3946487292251759,0.5046391413193234,0.4992686684042127,0.4594595371409298,10,0.0,0.0,1.0,0.0,0.0,DEMOCRAT,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT
225,Massachusetts,25,2016,0.353487213103705,0.45944553793469955,0.45685352201191876,0.4589028367669101,0.43909002433823474,11,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
226,Michigan,26,2016,0.5011766821696155,0.4994886206966265,0.511691690008881,0.5093831476539918,0.5707541362569302,16,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
227,Minnesota,27,2016,0.4916814306638465,0.5534776390410405,0.5458753077145744,0.5460412852319649,0.5816762679722771,10,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
228,Mississippi,28,2016,0.5908984732406006,0.41651655395295917,0.5998823162352593,0.6135604064881051,0.5772340310490449,6,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
229,Missouri,29,2016,0.5981856099556606,0.5095562135117198,0.5080596513503011,0.5060743293783929,0.5488248144949424,10,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
230,Montana,30,2016,0.6110966431702444,0.589904697229624,0.5784311660493344,0.597087149532328,0.5898530253387477,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
231,Nebraska,31,2016,0.6354767411317757,0.5551700894956606,0.5584756861446962,0.5548880428889333,0.5448935311686185,5,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
232,Nevada,32,2016,0.487062905800148,0.48255086526099333,0.4730604251318695,0.49591451057368374,0.43183504791664973,6,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
233,New Hampshire,33,2016,0.4980297155761929,0.5525921136241609,0.5032622798217474,0.5156097323923063,0.5056539925479555,4,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
234,New Jersey,34,2016,0.4271580985709871,0.4179600355881181,0.40141722740664676,0.39491930657143826,0.3884316140707256,14,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
235,New Mexico,35,2016,0.4534920506567589,0.4043961944870764,0.40937306857815514,0.4094992992505837,0.523361296964616,5,0.0,0.0,0.0,0.0,1.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
236,New York,36,2016,0.3823052529077439,0.4039247871999807,0.37452905157581284,0.360158206752871,0.35072924340614975,29,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
237,North Carolina,37,2016,0.5190374580371871,0.440447973324098,0.4944047479366347,0.4938529450981832,0.49471999145612955,15,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
238,North Dakota,38,2016,0.6980924289651974,0.6618978306362329,0.6931717202753518,0.6855992313739279,0.6542306246847858,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
239,Ohio,39,2016,0.5426768457713591,0.5015244175956908,0.5036198900226836,0.5010013325408949,0.5487280039599085,18,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
240,Oklahoma,40,2016,0.6930473723832813,0.5030616117191911,0.5091869370060849,0.5073409485336668,0.5479655913997306,7,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
241,Oregon,41,2016,0.4384416105494564,0.5237966987147678,0.5204714097575263,0.517677719088681,0.5114446819297669,7,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
242,Pennsylvania,42,2016,0.5037553580749017,0.4882017960020768,0.4851474823277826,0.4838884353080175,0.517132614568915,20,1.0,0.0,0.0,0.0,1.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
243,Rhode Island,44,2016,0.4168929590734018,0.45798393474881705,0.436680364335551,0.44398434156352096,0.4141457952205556,4,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
244,South Carolina,45,2016,0.5746025636052402,0.4355539330813203,0.5385259203856165,0.5435828982692072,0.5492188667621392,9,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
245,South Dakota,46,2016,0.6597185807943126,0.5911858285915517,0.5848707875357633,0.590520870550165,0.6216632443087846,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
246,Tennessee,47,2016,0.6362434304526199,0.47857317004547095,0.504929234204802,0.5044565851508196,0.5321861712050691,11,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
247,Texas,48,2016,0.5471322557797199,0.4467208680940864,0.4266533252420217,0.4264221830595716,0.4426658547678741,38,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
248,Utah,49,2016,0.6238365820849079,0.6021502779056318,0.613943068849629,0.6234415786940417,0.6395528594204336,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
249,Vermont,50,2016,0.3481357367617962,0.5487789368428069,0.4857622108929647,0.4929259056977173,0.49081029018484656,3,0.0,1.0,0.0,0.0,0.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT
250,Virginia,51,2016,0.471736237228453,0.4694623419206776,0.49472629120099754,0.4928924342168415,0.5336725100264985,13,0.0,0.0,0.0,0.0,1.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
251,Washington,53,2016,0.4121306879993523,0.5351310672114447,0.5359572022896586,0.5334828168014241,0.556074328919685,12,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
252,West Virginia,54,2016,0.7216105225129578,0.5533031818762155,0.49893485977117535,0.5105607810653368,0.5145025480888137,5,1.0,1.0,0.0,1.0,1.0,REPUBLICAN,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN
253,Wisconsin,55,2016,0.5040586620860988,0.5476290241543889,0.5342656918040447,0.5356524906767675,0.5524598061093258,10,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
254,Wyoming,56,2016,0.7570531962915379,0.6292495013254658,0.6691581969144167,0.6566350154877654,0.5829274819331474,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
255,Alabama,1,2020,0.6291137483335473,0.44510640226217557,0.5452432923913264,0.5499262102701437,0.5758494312678621,9,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
256,Alaska,2,2020,0.5526184872384932,0.6660459411022748,0.5809441512698967,0.5708167975357554,0.5206311669778287,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
257,Arizona,4,2020,0.4984316832087068,0.4859203248942774,0.5091160785523456,0.5012232190931627,0.48582240873179217,11,0.0,0.0,1.0,1.0,0.0,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,DEMOCRAT
258,Arkansas,5,2020,0.6421243327798315,0.5056508661781907,0.5121981807136038,0.5102845822049886,0.5572611395503415,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
259,California,6,2020,0.3509108863933243,0.43898989678873956,0.4035108358539432,0.4410314873206289,0.33235229691833723,55,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
260,Colorado,8,2020,0.4306168050769984,0.5755225834715816,0.584524534920682,0.5747946099411081,0.5629818998748988,9,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
261,Connecticut,9,2020,0.3980495091192215,0.45492975111673006,0.4448154847381929,0.4474048795552932,0.4499105288565488,7,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
262,Delaware,10,2020,0.4037325583501552,0.4246629325436899,0.5047982775294528,0.5023917168128378,0.5139629080962749,3,0.0,0.0,1.0,1.0,1.0,DEMOCRAT,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
263,District of Columbia,11,2020,0.0553304615238055,0.36873194209764515,0.0574217989246435,0.08460779108519034,0.17432073545759863,3,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
264,Florida,12,2020,0.5169475466214156,0.4224386290716815,0.39217849644406755,0.40367096893206167,0.4059753363454277,29,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
265,Georgia,13,2020,0.498716661561674,0.427450032410877,0.46731984381738556,0.46391215580665346,0.4751469049190362,16,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
266,Hawaii,15,2020,0.3496648205448842,0.39992272860725686,0.2568028019469111,0.28603804147277856,0.3453148641821713,4,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
267,Idaho,16,2020,0.6587714292507787,0.5854782801904079,0.6082570889326107,0.5952349702430411,0.56075062473748,4,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
268,Illinois,17,2020,0.4134095626719308,0.478292203188198,0.46929570566791057,0.4732719945884156,0.4703297974399945,20,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
269,Indiana,18,2020,0.5819504800744296,0.5383937971209387,0.535515407636943,0.5338350395848153,0.5613372179000606,11,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
270,Iowa,19,2020,0.5430288910160318,0.5827947692057194,0.5826461473225137,0.5854427112589065,0.5709404570823509,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
271,Kansas,20,2020,0.5749342825563135,0.5636242243233043,0.5735999771276781,0.566555356588907,0.5632784765039389,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
272,Kentucky,21,2020,0.632017965381476,0.5496477117429839,0.5346436866450333,0.5364981655209959,0.57096372020073,8,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
273,Louisiana,22,2020,0.5946444045629105,0.45126170838851243,0.529296399799982,0.5274818307053266,0.5771369140620592,8,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
274,Maine,23,2020,0.4553539346029465,0.5417884944731934,0.47074497250441283,0.4820541747361773,0.4862075308352303,4,0.0,1.0,0.0,0.0,0.0,DEMOCRAT,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT
275,Maryland,24,2020,0.3297095295290766,0.40147132186470014,0.4888652842842518,0.4816319147648471,0.4680502682810683,10,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
276,Massachusetts,25,2020,0.3288445045985185,0.47567849824269537,0.4752570081726546,0.4758128663365824,0.47887285960439385,11,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
277,Michigan,26,2020,0.4858644065559054,0.5216083169354677,0.5235564830990072,0.5199275358067581,0.6006979118915581,16,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
278,Minnesota,27,2020,0.4636048635143333,0.572728998651177,0.5693647970779736,0.568091435209098,0.6086109367713917,10,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
279,Mississippi,28,2020,0.5838498582738886,0.4243001376674358,0.5892946924478437,0.5985682392383609,0.6028208566957431,6,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
280,Missouri,29,2020,0.5783582064440145,0.5253208307276136,0.523539363347048,0.5218126192301895,0.5765237197631521,10,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
281,Montana,30,2020,0.5839718009204811,0.6117498923431794,0.6133613678449379,0.6315591035101562,0.6050346893458425,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
282,Nebraska,31,2020,0.5978405224660173,0.5767618184276815,0.5894855334449502,0.581949439027909,0.5703528501063317,5,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
283,Nevada,32,2020,0.4877247214335556,0.49384761666090693,0.49560091385145455,0.5429501182681093,0.419549667457801,6,0.0,0.0,0.0,1.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN,DEMOCRAT
284,New Hampshire,33,2020,0.4625112415048374,0.5710264997974877,0.5441596299107445,0.5646877202420768,0.5383524525889243,4,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
285,New Jersey,34,2020,0.4192871641320516,0.43464745898389534,0.41242953767171997,0.4211434596828667,0.4098961210709646,14,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
286,New Mexico,35,2020,0.4448150984828026,0.4169239286965962,0.4404767722169467,0.4384717464228487,0.541485764965671,5,0.0,0.0,0.0,0.0,1.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
287,New York,36,2020,0.3828316510698775,0.4177715683344445,0.3913874634482326,0.3860025188073877,0.3794966279432046,29,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
288,North Carolina,37,2020,0.5068418253318673,0.4586138427558213,0.4924207041335862,0.49085962131874794,0.5252259200898095,15,1.0,0.0,0.0,0.0,1.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
289,North Dakota,38,2020,0.6721740842289663,0.668435276538812,0.6988392639542198,0.6889766742902594,0.6506942503865858,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
290,Ohio,39,2020,0.5407669764770272,0.5201415812272283,0.5208860309311873,0.5187315116686193,0.584462931904902,18,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
291,Oklahoma,40,2020,0.6694003949690651,0.5186413470494315,0.516112512287286,0.5148339083458922,0.5556738547946054,7,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
292,Oregon,41,2020,0.4169284301455827,0.542693730739304,0.5503859148176886,0.5429039092091728,0.5378539414894092,7,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
293,Pennsylvania,42,2020,0.4941079474065094,0.5043988039336855,0.5021477449912837,0.5009403437594528,0.5463155013700529,20,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
294,Rhode Island,44,2020,0.3940064011604074,0.4792541598290643,0.46998307293994657,0.4719365976770149,0.4616758677159112,4,0.0,0.0,0.0,0.0,0.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
295,South Carolina,45,2020,0.559266087495821,0.444485789096559,0.5293898580819061,0.5307947390496395,0.5652233521200642,9,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
296,South Dakota,46,2020,0.634347798616815,0.6142604224254646,0.6127298230778919,0.6173567855578597,0.6323185641431124,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
297,Tennessee,47,2020,0.6182777037206635,0.49750510168942874,0.5140673591844731,0.5120921769945141,0.5646680801278876,11,1.0,0.0,1.0,1.0,1.0,REPUBLICAN,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN
298,Texas,48,2020,0.5283072123677953,0.4612090507819966,0.44908156298108537,0.4515154355462556,0.4494166356284808,38,1.0,0.0,0.0,0.0,0.0,REPUBLICAN,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT
299,Utah,49,2020,0.6069357754656344,0.6211080616259683,0.6016770318834901,0.6190723705787349,0.6535344947736377,6,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
300,Vermont,50,2020,0.3170104687596685,0.5700556832127881,0.5272287689317281,0.5514927637090778,0.5284923289877881,3,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
301,Virginia,51,2020,0.4484531300060009,0.48032956325642706,0.49084610278347185,0.4899705121213316,0.5437169567896021,13,0.0,0.0,0.0,0.0,1.0,DEMOCRAT,DEMOCRAT,DEMOCRAT,DEMOCRAT,REPUBLICAN
302,Washington,53,2020,0.4007449681520931,0.5553474579861684,0.552848466987335,0.5510202091966221,0.5639740573972105,12,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
303,West Virginia,54,2020,0.6979853231392202,0.5755727929491199,0.5373298100548993,0.5690854238573309,0.5484852256611035,5,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
304,Wisconsin,55,2020,0.4968204773110322,0.5681152487228687,0.5646607858117463,0.5659391967288627,0.5762606723584227,10,0.0,1.0,1.0,1.0,1.0,DEMOCRAT,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
305,Wyoming,56,2020,0.724804343755851,0.6384352612979587,0.6909693291386461,0.6737543493568552,0.577427507836191,3,1.0,1.0,1.0,1.0,1.0,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN,REPUBLICAN
